# l                Dl               -dDl             +dDl             
  1.88300000e+03  -1.24009537e+02   9.10034877e+01   9.10034877e+01
  1.88400000e+03   1.40918969e+01   9.12721250e+01   9.12721250e+01
  1.88500000e+03   1.45677633e+02   9.15415486e+01   9.15415486e+01
  1.88600000e+03   3.27864516e+01   9.18117595e+01   9.18117595e+01
  1.88700000e+03  -1.84088555e+01   9.20827643e+01   9.20827643e+01
  1.88800000e+03  -2.09876767e+02   9.23545604e+01   9.23545604e+01
  1.88900000e+03  -4.21317397e+01   9.26271457e+01   9.26271457e+01
  1.89000000e+03   2.75989623e+01   9.29005337e+01   9.29005337e+01
  1.89100000e+03   1.22267099e+02   9.31747245e+01   9.31747245e+01
  1.89200000e+03   1.42870247e+02   9.34497162e+01   9.34497162e+01
  1.89300000e+03  -1.50664125e+02   9.37254984e+01   9.37254984e+01
  1.89400000e+03  -1.40708195e+01   9.40021040e+01   9.40021040e+01
  1.89500000e+03  -2.93261923e+01   9.42795042e+01   9.42795042e+01
  1.89600000e+03   9.34327770e+01   9.45577419e+01   9.45577419e+01
  1.89700000e+03  -1.22087325e-01   9.48367958e+01   9.48367958e+01
  1.89800000e+03  -1.65821258e+02   9.51166386e+01   9.51166386e+01
  1.89900000e+03   9.39463072e+01   9.53973068e+01   9.53973068e+01
  1.90000000e+03  -1.76475174e+01   9.56787870e+01   9.56787870e+01
  1.90100000e+03  -3.97959233e+01   9.59610862e+01   9.59610862e+01
  1.90200000e+03   9.96748458e+01   9.62442124e+01   9.62442124e+01
  1.90300000e+03  -2.21827261e+02   9.65281620e+01   9.65281620e+01
  1.90400000e+03  -1.60349323e+02   9.68129393e+01   9.68129393e+01
  1.90500000e+03  -3.88091724e+01   9.70985454e+01   9.70985454e+01
  1.90600000e+03  -1.21796836e+02   9.73849886e+01   9.73849886e+01
  1.90700000e+03  -6.75373526e+01   9.76722722e+01   9.76722722e+01
  1.90800000e+03   7.44628754e+01   9.79603787e+01   9.79603787e+01
  1.90900000e+03  -1.31570507e+02   9.82493362e+01   9.82493362e+01
  1.91000000e+03   1.54551286e+02   9.85391288e+01   9.85391288e+01
  1.91100000e+03   1.67796333e+02   9.88297738e+01   9.88297738e+01
  1.91200000e+03   2.32197259e+01   9.91212863e+01   9.91212863e+01
  1.91300000e+03   6.92241423e+01   9.94136579e+01   9.94136579e+01
  1.91400000e+03   7.47256885e+00   9.97068448e+01   9.97068448e+01
  1.91500000e+03  -1.34792849e+02   1.00000901e+02   1.00000901e+02
  1.91600000e+03   1.56014082e+02   1.00295805e+02   1.00295805e+02
  1.91700000e+03   5.38210859e+01   1.00591576e+02   1.00591576e+02
  1.91800000e+03   9.96287897e+01   1.00888206e+02   1.00888206e+02
  1.91900000e+03   5.96687671e+01   1.01185703e+02   1.01185703e+02
  1.92000000e+03  -8.99738685e+01   1.01484065e+02   1.01484065e+02
  1.92100000e+03   8.07134446e+01   1.01783307e+02   1.01783307e+02
  1.92200000e+03   3.36324437e+01   1.02083420e+02   1.02083420e+02
  1.92300000e+03  -8.43634111e+01   1.02384400e+02   1.02384400e+02
  1.92400000e+03  -8.67429363e+00   1.02686268e+02   1.02686268e+02
  1.92500000e+03   4.90670573e+01   1.02989010e+02   1.02989010e+02
  1.92600000e+03  -2.27600153e+02   1.03292646e+02   1.03292646e+02
  1.92700000e+03   1.79865249e+02   1.03597168e+02   1.03597168e+02
  1.92800000e+03   1.71742219e+02   1.03902599e+02   1.03902599e+02
  1.92900000e+03  -4.49780199e+01   1.04208933e+02   1.04208933e+02
  1.93000000e+03   1.80210392e+02   1.04516139e+02   1.04516139e+02
  1.93100000e+03  -1.19434240e+01   1.04824250e+02   1.04824250e+02
  1.93200000e+03  -6.91188305e+01   1.05133262e+02   1.05133262e+02
  1.93300000e+03  -4.61265105e+01   1.05443180e+02   1.05443180e+02
  1.93400000e+03   1.11444860e+02   1.05754001e+02   1.05754001e+02
  1.93500000e+03  -6.56405256e-02   1.06065738e+02   1.06065738e+02
  1.93600000e+03  -1.59817912e+01   1.06378382e+02   1.06378382e+02
  1.93700000e+03   1.78122547e+02   1.06691952e+02   1.06691952e+02
  1.93800000e+03  -1.25356391e+02   1.07006442e+02   1.07006442e+02
  1.93900000e+03  -3.59075351e+01   1.07321850e+02   1.07321850e+02
  1.94000000e+03  -2.46351568e+01   1.07638192e+02   1.07638192e+02
  1.94100000e+03  -9.15447475e+01   1.07955469e+02   1.07955469e+02
  1.94200000e+03   1.63939706e+02   1.08273665e+02   1.08273665e+02
  1.94300000e+03   3.50543144e+01   1.08592801e+02   1.08592801e+02
  1.94400000e+03   5.67696841e+01   1.08912904e+02   1.08912904e+02
  1.94500000e+03   9.42989417e+01   1.09233956e+02   1.09233956e+02
  1.94600000e+03  -7.69069762e+01   1.09555931e+02   1.09555931e+02
  1.94700000e+03  -5.27491915e+01   1.09878847e+02   1.09878847e+02
  1.94800000e+03   2.64838830e+02   1.10202733e+02   1.10202733e+02
  1.94900000e+03  -2.80767937e+01   1.10527564e+02   1.10527564e+02
  1.95000000e+03   1.49932296e+02   1.10853356e+02   1.10853356e+02
  1.95100000e+03  -1.41082927e+02   1.11180110e+02   1.11180110e+02
  1.95200000e+03  -1.00384533e+02   1.11507817e+02   1.11507817e+02
  1.95300000e+03  -5.22150354e+00   1.11836516e+02   1.11836516e+02
  1.95400000e+03  -1.43226743e+02   1.12166174e+02   1.12166174e+02
  1.95500000e+03  -1.92227029e+02   1.12496817e+02   1.12496817e+02
  1.95600000e+03   2.86951533e+00   1.12828432e+02   1.12828432e+02
  1.95700000e+03  -3.98231156e+01   1.13161034e+02   1.13161034e+02
  1.95800000e+03  -7.93282789e+01   1.13494617e+02   1.13494617e+02
  1.95900000e+03   7.18555166e+01   1.13829195e+02   1.13829195e+02
  1.96000000e+03  -1.80270148e+01   1.14164789e+02   1.14164789e+02
  1.96100000e+03  -1.42579569e+02   1.14501390e+02   1.14501390e+02
  1.96200000e+03  -1.96167489e+02   1.14838970e+02   1.14838970e+02
  1.96300000e+03   4.61804693e+01   1.15177548e+02   1.15177548e+02
  1.96400000e+03   1.70754863e+02   1.15517136e+02   1.15517136e+02
  1.96500000e+03   5.32201045e+01   1.15857738e+02   1.15857738e+02
  1.96600000e+03   9.31827255e+01   1.16199357e+02   1.16199357e+02
  1.96700000e+03   5.39540036e+01   1.16541987e+02   1.16541987e+02
  1.96800000e+03   1.07747178e+02   1.16885647e+02   1.16885647e+02
  1.96900000e+03  -5.34137716e+01   1.17230331e+02   1.17230331e+02
  1.97000000e+03   9.74352214e+01   1.17576042e+02   1.17576042e+02
  1.97100000e+03   1.59667222e+02   1.17922785e+02   1.17922785e+02
  1.97200000e+03   1.32825012e+00   1.18270572e+02   1.18270572e+02
  1.97300000e+03   8.63250640e+01   1.18619397e+02   1.18619397e+02
  1.97400000e+03   3.56245422e+01   1.18969265e+02   1.18969265e+02
  1.97500000e+03  -4.06932614e+00   1.19320184e+02   1.19320184e+02
  1.97600000e+03   1.21529556e+01   1.19672182e+02   1.19672182e+02
  1.97700000e+03   5.34181608e+01   1.20025240e+02   1.20025240e+02
  1.97800000e+03   9.71078407e+01   1.20379336e+02   1.20379336e+02
  1.97900000e+03  -1.09180107e+02   1.20734493e+02   1.20734493e+02
  1.98000000e+03   1.77947992e+02   1.21090720e+02   1.21090720e+02
  1.98100000e+03  -7.03029251e+01   1.21448020e+02   1.21448020e+02
  1.98200000e+03  -2.44020057e+01   1.21806394e+02   1.21806394e+02
  1.98300000e+03  -1.78563584e+01   1.22165851e+02   1.22165851e+02
  1.98400000e+03  -9.44010191e+01   1.22526400e+02   1.22526400e+02
  1.98500000e+03   1.37929127e+02   1.22888078e+02   1.22888078e+02
  1.98600000e+03   2.92688094e+02   1.23250791e+02   1.23250791e+02
  1.98700000e+03  -8.13955482e+01   1.23614760e+02   1.23614760e+02
  1.98800000e+03  -1.99745662e+01   1.23979682e+02   1.23979682e+02
  1.98900000e+03   6.99542849e+01   1.24345862e+02   1.24345862e+02
  1.99000000e+03   4.45646861e+01   1.24712999e+02   1.24712999e+02
  1.99100000e+03   2.84304747e+00   1.25081509e+02   1.25081509e+02
  1.99200000e+03  -9.97237517e+01   1.25450883e+02   1.25450883e+02
  1.99300000e+03   1.27142333e+01   1.25829615e+02   1.25829615e+02
  1.99400000e+03   1.74441172e+02   1.26201254e+02   1.26201254e+02
  1.99500000e+03  -2.52188032e+02   1.26676911e+02   1.26676911e+02
  1.99600000e+03  -1.83010648e+02   1.27051138e+02   1.27051138e+02
